CALL ID,Call_Date,Product,Resolved_Ontime,Service,Support_Rep,Minutes_On_Phone,Severity,Failure_Type,Customer_Type,Customer Sat Rating,TTA,Vendor
1922,8/2/2013,Prepaid Card,No,Credit Services,Kathy Ramesh,66,Medium,Phone,Reseller,Poor,2,Metricom
1923,8/3/2013,Prepaid Card,No,Credit Services,Marc Rox,97,High,Chat,Commercial,Good,5,Metricom
1924,8/4/2013,Prepaid Card,Yes,Credit Services,Sunny Chu,52,High,Phone,Commercial,Poor,1,Metricom
1925,8/5/2013,Checking Accounts,Yes,Banking Services,Sam Chen,42,Low,Chat,Institutional,Acceptable,2,Metricom
1926,8/6/2013,Checking Accounts,No,Banking Services,Belle Gamble,21,Low,Chat,Institutional,Good,7,Metricom
1927,8/7/2013,Platinum Plus Card,No,Credit Services,Sunny Chu,66,Low,Phone,Commercial,Acceptable,1,Metricom
1928,8/8/2013,Platinum Plus Card,No,Credit Services,Belle Gamble,12,Medium,Chat,Reseller,Good,5,Metricom
1929,8/9/2013,Savings and Money Market,Yes,Banking Services,Sam Chen,9,Low,Chat,Commercial,Good,3,Metricom
1930,8/10/2013,Savings and Money Market,Yes,Banking Services,Belle Gamble,37,Medium,Phone,Reseller,Good,7,Metricom
1931,8/11/2013,Rewards Card,No,Credit Services,Kathy Ramesh,9,Low,Chat,Government,Good,1,Metricom
1932,8/12/2013,Rewards Card,No,Credit Services,Belle Gamble,57,High,Chat,Government,Good,9,Metricom
1933,8/13/2013,Savings and Money Market,No,Banking Services,Sam Chen,22,Medium,Phone,Reseller,Poor,7,Metricom
1934,8/14/2013,Savings and Money Market,Yes,Banking Services,Kathy Ramesh,81,Low,Phone,Government,Acceptable,5,Metricom
1935,8/15/2013,Variable Annuities,Yes,Investment Services,Sam Chen,77,Medium,Phone,Direct,Good,5,Metricom
1936,8/16/2013,Retirement,Yes,Investment Services,Sam Chen,41,High,Chat,Commercial,Good,9,Metricom
1937,8/17/2013,Savings and Money Market,Yes,Banking Services,Marc Rox,48,Low,Chat,Reseller,Poor,7,Metricom
1938,8/18/2013,Savings and Money Market,Yes,Banking Services,Sunny Chu,73,Medium,Phone,Reseller,Poor,7,Metricom
1939,8/19/2013,Variable Annuities,No,Investment Services,Sam Chen,77,High,Chat,Direct,Poor,9,Metricom
1940,8/20/2013,Retirement,Yes,Investment Services,Sunny Chu,27,High,Chat,Direct,Acceptable,9,Metricom
1941,8/21/2013,Savings and Money Market,No,Banking Services,Kathy Ramesh,47,Low,Phone,Government,Good,3,Metricom
1942,8/22/2013,Platinum Plus Card,No,Credit Services,Sunny Chu,64,High,Chat,Government,Good,5,Metricom
1943,8/23/2013,Savings and Money Market,Yes,Banking Services,Belle Gamble,92,Low,Chat,Government,Poor,7,Metricom
1944,8/24/2013,Platinum Plus Card,Yes,Credit Services,Belle Gamble,89,Medium,Phone,Government,Poor,2,Metricom
1945,8/25/2013,Rewards Card,Yes,Credit Services,Belle Gamble,85,Low,Chat,Commercial,Good,4,Metricom
1946,8/26/2013,Rewards Card,Yes,Credit Services,Sam Chen,27,High,Phone,Commercial,Poor,1,Metricom
1947,8/27/2013,Rewards Card,Yes,Credit Services,Sam Chen,29,Medium,Chat,Institutional,Good,8,Metricom
1948,8/28/2013,Checking Accounts,No,Banking Services,Marc Rox,60,Low,Phone,Reseller,Acceptable,4,Metricom
1949,8/29/2013,Rewards Card,Yes,Credit Services,Belle Gamble,55,Medium,Phone,Reseller,Acceptable,9,Metricom
1950,8/30/2013,Checking Accounts,Yes,Banking Services,Belle Gamble,1,Medium,Chat,Direct,Acceptable,6,Metricom
1951,8/31/2013,Retirement,Yes,Investment Services,Marc Rox,53,Medium,Chat,Government,Acceptable,2,Metricom
1952,9/1/2013,Retirement,No,Investment Services,Sunny Chu,73,Medium,Chat,Reseller,Acceptable,8,Metricom
1953,9/2/2013,Variable Annuities,No,Investment Services,Kathy Ramesh,45,Medium,Chat,Government,Acceptable,1,Metricom
1954,9/3/2013,Variable Annuities,No,Investment Services,Marc Rox,86,Low,Chat,Direct,Poor,1,Metricom
1955,9/4/2013,Platinum Plus Card,Yes,Credit Services,Kathy Ramesh,85,High,Chat,Reseller,Good,9,Metricom
1956,9/5/2013,Platinum Plus Card,Yes,Credit Services,Kathy Ramesh,1,High,Phone,Institutional,Poor,6,Metricom
1957,9/6/2013,Platinum Plus Card,No,Credit Services,Belle Gamble,74,High,Chat,Institutional,Poor,9,Metricom
1958,9/7/2013,Variable Annuities,No,Investment Services,Sunny Chu,90,Low,Chat,Reseller,Good,3,Metricom
1959,9/8/2013,Platinum Plus Card,Yes,Credit Services,Sam Chen,38,Medium,Phone,Institutional,Acceptable,2,Metricom
1960,9/9/2013,Variable Annuities,No,Investment Services,Marc Rox,24,High,Chat,Commercial,Acceptable,3,Metricom
1961,9/10/2013,Platinum Plus Card,Yes,Credit Services,Kathy Ramesh,19,Medium,Phone,Direct,Acceptable,1,Metricom
1962,9/11/2013,Platinum Plus Card,Yes,Credit Services,Belle Gamble,24,Low,Phone,Commercial,Acceptable,4,Metricom
1963,9/12/2013,Savings and Money Market,No,Banking Services,Marc Rox,94,High,Chat,Direct,Good,4,Metricom
1964,9/13/2013,Savings and Money Market,Yes,Banking Services,Sam Chen,99,Low,Phone,Reseller,Poor,8,Metricom
1965,9/14/2013,Retirement,Yes,Investment Services,Kathy Ramesh,43,Medium,Phone,Commercial,Acceptable,5,Metricom
1966,9/15/2013,Savings and Money Market,No,Banking Services,Sam Chen,48,Medium,Phone,Reseller,Good,3,Metricom
1967,9/16/2013,Rewards Card,No,Credit Services,Belle Gamble,17,High,Chat,Institutional,Poor,2,Metricom
1968,9/17/2013,Retirement,No,Investment Services,Kathy Ramesh,97,Medium,Chat,Reseller,Acceptable,3,Metricom
1969,9/18/2013,Savings and Money Market,No,Banking Services,Marc Rox,77,High,Chat,Direct,Poor,7,Metricom
1970,9/19/2013,Rewards Card,No,Credit Services,Marc Rox,31,Medium,Phone,Institutional,Poor,6,Metricom
1971,9/20/2013,Checking Accounts,Yes,Banking Services,Marc Rox,79,Low,Phone,Direct,Good,1,Metricom
1972,9/21/2013,Checking Accounts,No,Banking Services,Sunny Chu,97,High,Phone,Institutional,Acceptable,4,Metricom
1973,9/22/2013,Checking Accounts,Yes,Banking Services,Sunny Chu,57,Low,Phone,Reseller,Acceptable,1,Metricom
1974,9/23/2013,Checking Accounts,No,Banking Services,Belle Gamble,36,High,Chat,Direct,Good,5,Metricom
1975,9/24/2013,Prepaid Card,No,Credit Services,Kathy Ramesh,51,Medium,Phone,Commercial,Acceptable,1,Metricom
1976,9/25/2013,Prepaid Card,Yes,Credit Services,Marc Rox,57,Low,Phone,Government,Good,2,Metricom
1977,9/26/2013,Checking Accounts,Yes,Banking Services,Belle Gamble,47,High,Chat,Government,Poor,8,Metricom
1978,9/27/2013,Checking Accounts,No,Banking Services,Belle Gamble,81,Medium,Phone,Government,Good,3,Metricom
1979,9/28/2013,Variable Annuities,No,Investment Services,Sam Chen,72,High,Chat,Commercial,Poor,5,Metricom
1980,9/29/2013,Variable Annuities,Yes,Investment Services,Sunny Chu,45,Medium,Phone,Commercial,Poor,3,Metricom
1981,9/30/2013,Savings and Money Market,Yes,Banking Services,Kathy Ramesh,63,Low,Phone,Direct,Poor,5,Metricom
1982,10/1/2013,Savings and Money Market,No,Banking Services,Belle Gamble,41,High,Chat,Institutional,Poor,1,Metricom
1983,10/2/2013,Savings and Money Market,Yes,Banking Services,Sunny Chu,77,Medium,Phone,Government,Good,3,Metricom
1984,10/3/2013,Savings and Money Market,Yes,Banking Services,Marc Rox,46,Medium,Phone,Institutional,Poor,9,Metricom
1985,10/4/2013,Retirement,Yes,Investment Services,Sunny Chu,54,High,Phone,Direct,Acceptable,5,Metricom
1986,10/5/2013,Retirement,No,Investment Services,Marc Rox,88,Medium,Phone,Direct,Good,3,Metricom
1987,10/6/2013,Variable Annuities,No,Investment Services,Belle Gamble,4,High,Phone,Reseller,Good,2,Metricom
1988,10/7/2013,Variable Annuities,Yes,Investment Services,Sunny Chu,88,Low,Chat,Reseller,Acceptable,7,Metricom
1989,10/8/2013,Savings and Money Market,No,Banking Services,Sunny Chu,78,Medium,Chat,Institutional,Poor,2,Metricom
1990,10/9/2013,Savings and Money Market,No,Banking Services,Sam Chen,35,Low,Chat,Commercial,Acceptable,7,Metricom
1991,10/10/2013,Platinum Plus Card,No,Credit Services,Marc Rox,31,Medium,Phone,Direct,Acceptable,5,Metricom
1992,10/11/2013,Platinum Plus Card,No,Credit Services,Kathy Ramesh,21,Medium,Chat,Commercial,Good,1,Metricom
1993,10/12/2013,Savings and Money Market,Yes,Banking Services,Marc Rox,41,Medium,Phone,Direct,Poor,7,Metricom
1994,10/13/2013,Platinum Plus Card,Yes,Credit Services,Belle Gamble,30,High,Chat,Institutional,Good,2,Metricom
1995,10/14/2013,Savings and Money Market,Yes,Banking Services,Sunny Chu,56,Low,Phone,Government,Acceptable,1,Metricom
1996,10/15/2013,Platinum Plus Card,No,Credit Services,Kathy Ramesh,24,Low,Phone,Reseller,Poor,4,Metricom
1997,10/16/2013,Platinum Plus Card,No,Credit Services,Kathy Ramesh,90,Low,Chat,Commercial,Poor,5,Metricom
1998,10/17/2013,Variable Annuities,Yes,Investment Services,Belle Gamble,39,Medium,Phone,Commercial,Good,1,Metricom
1999,10/18/2013,Platinum Plus Card,No,Credit Services,Marc Rox,14,High,Chat,Government,Acceptable,3,Metricom
2000,10/19/2013,Variable Annuities,No,Investment Services,Sam Chen,16,Medium,Phone,Commercial,Poor,3,Metricom
2001,10/20/2013,Rewards Card,No,Credit Services,Sam Chen,13,Medium,Chat,Direct,Good,6,Metricom
2002,10/21/2013,Rewards Card,No,Credit Services,Sam Chen,53,Low,Chat,Government,Poor,3,Metricom
2003,10/22/2013,Savings and Money Market,No,Banking Services,Sam Chen,50,Medium,Chat,Government,Poor,2,Metricom
2004,10/23/2013,Savings and Money Market,Yes,Banking Services,Sam Chen,73,High,Phone,Reseller,Poor,4,Metricom
2005,10/24/2013,Rewards Card,Yes,Credit Services,Sunny Chu,35,Medium,Chat,Government,Good,4,Metricom
2006,10/25/2013,Rewards Card,Yes,Credit Services,Belle Gamble,27,Medium,Chat,Government,Poor,8,Metricom
2007,10/26/2013,Retirement,No,Investment Services,Sunny Chu,48,Low,Phone,Direct,Good,1,Metricom
2008,10/27/2013,Retirement,Yes,Investment Services,Sunny Chu,87,Medium,Chat,Commercial,Acceptable,2,Metricom
2009,10/28/2013,Checking Accounts,No,Banking Services,Kathy Ramesh,35,High,Phone,Government,Poor,2,Metricom
2010,10/29/2013,Checking Accounts,Yes,Banking Services,Sunny Chu,52,Low,Chat,Direct,Acceptable,2,Metricom
2011,10/30/2013,Checking Accounts,Yes,Banking Services,Kathy Ramesh,84,High,Phone,Commercial,Poor,8,Metricom
2012,10/31/2013,Checking Accounts,Yes,Banking Services,Belle Gamble,58,Low,Chat,Direct,Good,2,Metricom
2013,11/1/2013,Prepaid Card,No,Credit Services,Marc Rox,12,Medium,Phone,Government,Good,2,Metricom
2014,11/2/2013,Prepaid Card,No,Credit Services,Marc Rox,33,Low,Chat,Direct,Poor,1,Metricom
2015,11/3/2013,Prepaid Card,No,Credit Services,Sunny Chu,2,Low,Chat,Reseller,Poor,1,Metricom
2016,11/4/2013,Prepaid Card,Yes,Credit Services,Sunny Chu,67,Medium,Chat,Reseller,Poor,5,Metricom
2017,11/5/2013,Savings and Money Market,No,Banking Services,Sunny Chu,61,High,Chat,Direct,Poor,7,Metricom
2018,11/6/2013,Checking Accounts,Yes,Banking Services,Kathy Ramesh,25,High,Phone,Government,Good,7,Metricom
2019,11/7/2013,Checking Accounts,Yes,Banking Services,Kathy Ramesh,81,Medium,Chat,Reseller,Acceptable,9,Metricom
2020,11/8/2013,Savings and Money Market,Yes,Banking Services,Belle Gamble,25,Low,Chat,Reseller,Good,4,Metricom
2021,11/9/2013,Savings and Money Market,Yes,Banking Services,Sunny Chu,89,Low,Phone,Reseller,Acceptable,9,Metricom
2022,11/10/2013,Variable Annuities,Yes,Investment Services,Sam Chen,25,High,Phone,Direct,Good,5,Metricom
2023,11/11/2013,Savings and Money Market,Yes,Banking Services,Belle Gamble,33,High,Phone,Reseller,Acceptable,2,Metricom
2024,11/12/2013,Savings and Money Market,Yes,Banking Services,Sam Chen,85,High,Phone,Commercial,Poor,3,Metricom
2025,11/13/2013,Variable Annuities,No,Investment Services,Sam Chen,23,Low,Phone,Commercial,Good,4,Metricom
2026,11/14/2013,Savings and Money Market,Yes,Banking Services,Belle Gamble,1,Medium,Phone,Institutional,Acceptable,9,Metricom
2027,11/15/2013,Variable Annuities,No,Investment Services,Sunny Chu,37,Medium,Phone,Institutional,Poor,9,Metricom
2028,11/16/2013,Variable Annuities,No,Investment Services,Sam Chen,1,High,Chat,Reseller,Poor,6,Metricom
2029,11/17/2013,Savings and Money Market,Yes,Banking Services,Kathy Ramesh,71,High,Phone,Government,Poor,1,Metricom
2030,11/18/2013,Savings and Money Market,Yes,Banking Services,Kathy Ramesh,76,Medium,Phone,Institutional,Good,1,Metricom
2031,11/19/2013,Variable Annuities,No,Investment Services,Kathy Ramesh,72,Low,Chat,Commercial,Poor,5,Metricom
2032,11/20/2013,Variable Annuities,Yes,Investment Services,Belle Gamble,71,Low,Chat,Commercial,Acceptable,7,Metricom
2033,11/21/2013,Savings and Money Market,No,Banking Services,Marc Rox,13,High,Phone,Direct,Good,5,Metricom
2034,11/22/2013,Savings and Money Market,Yes,Banking Services,Marc Rox,2,Medium,Chat,Institutional,Good,7,Metricom
2035,11/23/2013,Rewards Card,No,Credit Services,Kathy Ramesh,25,Low,Chat,Reseller,Good,6,Metricom
2036,11/24/2013,Savings and Money Market,Yes,Banking Services,Sunny Chu,93,Medium,Phone,Commercial,Poor,7,Metricom
2037,11/25/2013,Variable Annuities,Yes,Investment Services,Marc Rox,14,Medium,Chat,Government,Good,7,Metricom
2038,11/26/2013,Rewards Card,Yes,Credit Services,Sam Chen,29,Low,Chat,Direct,Poor,5,Metricom
2039,11/27/2013,Variable Annuities,No,Investment Services,Belle Gamble,26,High,Phone,Direct,Acceptable,2,Metricom
2040,11/28/2013,Rewards Card,Yes,Credit Services,Sunny Chu,78,Low,Phone,Commercial,Poor,8,Metricom
2041,11/29/2013,Rewards Card,Yes,Credit Services,Belle Gamble,13,High,Phone,Commercial,Good,5,Metricom
2042,11/30/2013,Savings and Money Market,Yes,Banking Services,Marc Rox,13,Low,Chat,Commercial,Good,7,Metricom
2043,12/1/2013,Variable Annuities,Yes,Investment Services,Marc Rox,78,Medium,Chat,Institutional,Poor,5,Metricom
2044,12/2/2013,Checking Accounts,Yes,Banking Services,Marc Rox,41,Low,Phone,Reseller,Poor,3,Metricom
2045,12/3/2013,Checking Accounts,Yes,Banking Services,Sunny Chu,93,High,Chat,Institutional,Poor,8,Metricom
2046,12/4/2013,Variable Annuities,No,Investment Services,Kathy Ramesh,12,Medium,Chat,Direct,Acceptable,4,Metricom
2047,12/5/2013,Checking Accounts,No,Banking Services,Sunny Chu,45,High,Chat,Government,Acceptable,1,Metricom
2048,12/6/2013,Checking Accounts,Yes,Banking Services,Marc Rox,52,High,Phone,Reseller,Acceptable,9,Metricom
2049,12/7/2013,Variable Annuities,No,Investment Services,Kathy Ramesh,37,Medium,Phone,Direct,Good,3,Metricom
2050,12/8/2013,Checking Accounts,No,Banking Services,Sunny Chu,51,High,Chat,Direct,Poor,6,Metricom
2051,12/9/2013,Prepaid Card,No,Credit Services,Sam Chen,73,Medium,Chat,Commercial,Good,6,Metricom
2052,12/10/2013,Variable Annuities,Yes,Investment Services,Kathy Ramesh,65,High,Phone,Government,Acceptable,4,Metricom
2053,12/11/2013,Checking Accounts,No,Banking Services,Belle Gamble,58,Low,Phone,Reseller,Acceptable,5,Metricom
2054,12/12/2013,Prepaid Card,Yes,Credit Services,Belle Gamble,18,Medium,Phone,Government,Poor,4,Metricom
2055,12/13/2013,Checking Accounts,Yes,Banking Services,Sunny Chu,92,Low,Phone,Commercial,Poor,7,Metricom
2056,12/14/2013,Checking Accounts,Yes,Banking Services,Sunny Chu,96,Low,Chat,Commercial,Poor,5,Metricom
2057,12/15/2013,Variable Annuities,No,Investment Services,Sunny Chu,20,Low,Phone,Commercial,Acceptable,8,Metricom
2058,12/16/2013,Variable Annuities,No,Investment Services,Sam Chen,93,Low,Chat,Institutional,Acceptable,9,Metricom
2059,12/17/2013,Variable Annuities,Yes,Investment Services,Marc Rox,15,Medium,Chat,Reseller,Acceptable,1,Metricom
2060,12/18/2013,Variable Annuities,Yes,Investment Services,Belle Gamble,59,Medium,Chat,Institutional,Good,8,Metricom
2061,12/19/2013,Variable Annuities,No,Investment Services,Sam Chen,87,Low,Phone,Government,Good,9,Metricom
2062,12/20/2013,Variable Annuities,No,Investment Services,Sam Chen,2,High,Phone,Reseller,Good,5,Metricom
2063,12/21/2013,Variable Annuities,No,Investment Services,Sunny Chu,13,High,Chat,Institutional,Acceptable,8,Metricom
2064,12/22/2013,Variable Annuities,Yes,Investment Services,Belle Gamble,43,Low,Phone,Direct,Acceptable,8,Metricom
2065,12/23/2013,Variable Annuities,Yes,Investment Services,Sunny Chu,30,High,Phone,Institutional,Poor,3,Metricom
2066,12/24/2013,Variable Annuities,Yes,Investment Services,Sunny Chu,96,High,Phone,Institutional,Good,4,Metricom
2067,12/25/2013,Platinum Plus Card,Yes,Credit Services,Sunny Chu,31,Medium,Chat,Institutional,Acceptable,7,Metricom
2068,12/26/2013,Platinum Plus Card,Yes,Credit Services,Marc Rox,98,Low,Phone,Institutional,Acceptable,1,Metricom
2069,12/27/2013,Savings and Money Market,No,Banking Services,Belle Gamble,17,Low,Phone,Reseller,Poor,9,Metricom
2070,12/28/2013,Savings and Money Market,No,Banking Services,Sunny Chu,37,Low,Phone,Institutional,Acceptable,2,Metricom
2071,12/29/2013,Retirement,Yes,Investment Services,Belle Gamble,49,Medium,Chat,Direct,Good,8,Metricom
2072,12/30/2013,Retirement,No,Investment Services,Sam Chen,69,Medium,Phone,Commercial,Acceptable,6,Metricom
2073,12/31/2013,Rewards Card,No,Credit Services,Belle Gamble,55,High,Phone,Commercial,Good,4,Metricom
2074,1/1/2014,Rewards Card,Yes,Credit Services,Belle Gamble,93,High,Chat,Direct,Good,6,Metricom
2075,1/2/2014,Silver Plus Card,No,Credit Services,Sunny Chu,62,Medium,Phone,Institutional,Acceptable,2,Metricom
2076,1/3/2014,Variable Annuities,No,Investment Services,Sam Chen,11,Medium,Chat,Direct,Good,8,Metricom
2077,1/4/2014,Variable Annuities,Yes,Investment Services,Sunny Chu,90,Medium,Phone,Reseller,Poor,1,Metricom
2078,1/5/2014,Silver Plus Card,Yes,Credit Services,Belle Gamble,2,High,Chat,Direct,Acceptable,4,Metricom
2079,1/6/2014,Prepaid Card,Yes,Credit Services,Marc Rox,28,Low,Chat,Direct,Acceptable,9,Metricom
2080,1/7/2014,Prepaid Card,No,Credit Services,Kathy Ramesh,9,High,Phone,Commercial,Good,7,Metricom
2081,1/8/2014,Checking Accounts,No,Banking Services,Belle Gamble,50,Medium,Phone,Government,Acceptable,6,Metricom
2082,1/9/2014,Variable Annuities,Yes,Investment Services,Marc Rox,8,High,Phone,Commercial,Acceptable,9,Metricom
2083,1/10/2014,Checking Accounts,Yes,Banking Services,Belle Gamble,54,Low,Phone,Commercial,Acceptable,3,Metricom
2084,1/11/2014,Variable Annuities,No,Investment Services,Sam Chen,83,High,Chat,Government,Poor,9,Metricom
2085,1/12/2014,Variable Annuities,Yes,Investment Services,Belle Gamble,95,Medium,Chat,Government,Poor,2,Metricom
2086,1/13/2014,Variable Annuities,No,Investment Services,Sam Chen,34,High,Chat,Government,Acceptable,8,Metricom
2087,1/14/2014,Prepaid Card,Yes,Credit Services,Sam Chen,27,High,Phone,Reseller,Good,7,Metricom
2088,1/15/2014,Prepaid Card,No,Credit Services,Sunny Chu,59,Medium,Phone,Government,Good,1,Metricom
2089,1/16/2014,Variable Annuities,No,Investment Services,Kathy Ramesh,38,High,Chat,Government,Acceptable,9,Metricom
2090,1/17/2014,Variable Annuities,No,Investment Services,Belle Gamble,9,High,Chat,Commercial,Good,4,Metricom
2091,1/18/2014,Variable Annuities,No,Investment Services,Belle Gamble,28,Low,Chat,Reseller,Good,6,Metricom
2092,1/19/2014,Variable Annuities,No,Investment Services,Marc Rox,93,High,Chat,Reseller,Good,5,Metricom
2093,1/20/2014,Savings and Money Market,Yes,Banking Services,Marc Rox,84,High,Phone,Government,Poor,7,Metricom
2094,1/21/2014,Savings and Money Market,Yes,Banking Services,Belle Gamble,11,High,Chat,Commercial,Good,3,Metricom
2095,1/22/2014,Variable Annuities,No,Investment Services,Belle Gamble,43,High,Chat,Government,Poor,4,Metricom
2096,1/23/2014,Variable Annuities,No,Investment Services,Marc Rox,4,Medium,Phone,Direct,Acceptable,8,Metricom
2097,1/24/2014,Savings and Money Market,No,Banking Services,Sunny Chu,5,Low,Phone,Reseller,Good,3,Metricom
2098,1/25/2014,Savings and Money Market,Yes,Banking Services,Sunny Chu,56,Low,Chat,Reseller,Acceptable,5,Metricom
2099,1/26/2014,Platinum Plus Card,Yes,Credit Services,Sunny Chu,26,Low,Phone,Commercial,Good,2,Metricom
2100,1/27/2014,Savings and Money Market,No,Banking Services,Belle Gamble,40,Low,Phone,Direct,Acceptable,7,Metricom
2101,1/28/2014,Savings and Money Market,No,Banking Services,Kathy Ramesh,98,Low,Phone,Government,Acceptable,5,Metricom
2102,1/29/2014,Platinum Plus Card,Yes,Credit Services,Marc Rox,90,Low,Chat,Government,Poor,8,Metricom
2103,1/30/2014,Retirement,Yes,Investment Services,Belle Gamble,98,Medium,Phone,Government,Poor,9,Metricom
2104,1/31/2014,Platinum Plus Card,Yes,Credit Services,Sunny Chu,2,High,Chat,Reseller,Good,7,Metricom
2105,2/1/2014,Platinum Plus Card,No,Credit Services,Marc Rox,59,High,Chat,Commercial,Poor,1,Metricom
2106,2/2/2014,Retirement,Yes,Investment Services,Belle Gamble,97,Medium,Chat,Reseller,Poor,5,Metricom
2107,2/3/2014,Savings and Money Market,Yes,Banking Services,Marc Rox,70,Low,Phone,Institutional,Acceptable,2,Metricom
2108,2/4/2014,Savings and Money Market,No,Banking Services,Belle Gamble,93,Low,Phone,Reseller,Acceptable,9,Metricom
2109,2/5/2014,Retirement,Yes,Investment Services,Kathy Ramesh,47,Medium,Phone,Government,Good,4,Metricom
2110,2/6/2014,Retirement,No,Investment Services,Belle Gamble,27,Medium,Phone,Commercial,Poor,4,Metricom
2111,2/7/2014,Variable Annuities,No,Investment Services,Belle Gamble,63,Medium,Phone,Commercial,Acceptable,9,Metricom
2112,2/8/2014,Savings and Money Market,No,Banking Services,Belle Gamble,100,Medium,Chat,Government,Poor,6,Metricom
2113,2/9/2014,Prepaid Card,No,Credit Services,Marc Rox,64,Low,Phone,Government,Good,6,Metricom
2114,2/10/2014,Prepaid Card,No,Credit Services,Kathy Ramesh,26,Low,Chat,Government,Good,8,Metricom
2115,2/11/2014,Variable Annuities,Yes,Investment Services,Marc Rox,59,High,Phone,Direct,Poor,7,Metricom
2116,2/12/2014,Savings and Money Market,Yes,Banking Services,Sunny Chu,4,High,Phone,Direct,Poor,6,Metricom
2117,2/13/2014,Variable Annuities,No,Investment Services,Sunny Chu,21,High,Phone,Reseller,Good,6,Metricom
2118,2/14/2014,Variable Annuities,Yes,Investment Services,Kathy Ramesh,35,High,Chat,Reseller,Poor,9,Metricom
2119,2/15/2014,Prepaid Card,No,Credit Services,Kathy Ramesh,60,Low,Chat,Institutional,Good,8,Metricom
2120,2/16/2014,Prepaid Card,Yes,Credit Services,Marc Rox,10,Low,Chat,Commercial,Poor,3,Metricom
2121,2/17/2014,Checking Accounts,Yes,Banking Services,Belle Gamble,2,Medium,Chat,Commercial,Acceptable,6,Metricom
2122,2/18/2014,Checking Accounts,No,Banking Services,Sam Chen,45,Medium,Chat,Direct,Poor,5,Metricom
2123,2/19/2014,Checking Accounts,Yes,Banking Services,Belle Gamble,71,Medium,Chat,Reseller,Poor,7,Metricom
2124,2/20/2014,Checking Accounts,No,Banking Services,Sam Chen,70,Medium,Phone,Direct,Poor,1,Metricom
2125,2/21/2014,Checking Accounts,No,Banking Services,Marc Rox,31,Low,Chat,Government,Poor,1,Metricom
2126,2/22/2014,Variable Annuities,No,Investment Services,Sam Chen,82,Low,Chat,Commercial,Good,7,Metricom
2127,2/23/2014,Checking Accounts,No,Banking Services,Marc Rox,55,High,Phone,Commercial,Acceptable,3,Metricom
2128,2/24/2014,Variable Annuities,Yes,Investment Services,Kathy Ramesh,97,High,Phone,Direct,Poor,8,Metricom
2129,2/25/2014,Retirement,Yes,Investment Services,Belle Gamble,9,Low,Phone,Reseller,Acceptable,9,Metricom
2130,2/26/2014,Retirement,No,Investment Services,Belle Gamble,64,Low,Chat,Commercial,Acceptable,3,Metricom
2131,2/27/2014,Prepaid Card,Yes,Credit Services,Marc Rox,48,Medium,Phone,Government,Good,1,Metricom
2132,2/28/2014,Prepaid Card,No,Credit Services,Sunny Chu,85,Medium,Chat,Government,Good,9,Metricom
2133,2/28/2014,Savings and Money Market,Yes,Banking Services,Kathy Ramesh,81,High,Phone,Government,Poor,6,Metricom
2134,3/1/2014,Savings and Money Market,No,Banking Services,Marc Rox,27,Low,Phone,Government,Acceptable,8,Metricom
2135,3/2/2014,Savings and Money Market,Yes,Banking Services,Belle Gamble,49,Medium,Phone,Commercial,Acceptable,7,Metricom
2136,3/3/2014,Checking Accounts,Yes,Banking Services,Marc Rox,42,Low,Phone,Institutional,Poor,1,Metricom
2137,3/4/2014,Retirement,Yes,Investment Services,Kathy Ramesh,85,Low,Chat,Government,Poor,9,Metricom
2138,3/5/2014,Silver Plus Card,No,Credit Services,Belle Gamble,7,High,Chat,Institutional,Acceptable,9,Metricom
2139,3/6/2014,Silver Plus Card,Yes,Credit Services,Belle Gamble,18,Low,Phone,Commercial,Acceptable,1,Metricom
2140,3/7/2014,Variable Annuities,Yes,Investment Services,Sam Chen,22,Low,Phone,Commercial,Acceptable,7,Metricom
2141,3/8/2014,Platinum Plus Card,Yes,Credit Services,Marc Rox,95,Low,Phone,Government,Acceptable,7,Metricom
2142,3/9/2014,Savings and Money Market,No,Banking Services,Belle Gamble,85,Medium,Chat,Government,Poor,1,Metricom
2143,3/10/2014,Variable Annuities,Yes,Investment Services,Marc Rox,58,High,Chat,Reseller,Good,8,Metricom
2144,3/11/2014,Platinum Plus Card,Yes,Credit Services,Kathy Ramesh,19,High,Phone,Commercial,Poor,9,Metricom
2145,3/12/2014,Checking Accounts,No,Banking Services,Belle Gamble,92,Medium,Chat,Commercial,Acceptable,7,Metricom
2146,3/13/2014,Retirement,Yes,Investment Services,Belle Gamble,68,Medium,Chat,Government,Poor,3,Metricom
2147,3/14/2014,Silver Plus Card,No,Credit Services,Kathy Ramesh,14,High,Phone,Reseller,Acceptable,7,Metricom
2148,3/15/2014,Silver Plus Card,Yes,Credit Services,Marc Rox,45,High,Phone,Reseller,Poor,9,Metricom
2149,3/16/2014,Prepaid Card,No,Credit Services,Kathy Ramesh,62,High,Chat,Institutional,Poor,1,Metricom
2150,3/17/2014,Prepaid Card,Yes,Credit Services,Kathy Ramesh,95,Medium,Chat,Institutional,Acceptable,4,Metricom
2151,3/18/2014,Savings and Money Market,No,Banking Services,Sunny Chu,9,High,Phone,Direct,Acceptable,5,Metricom
2152,3/19/2014,Retirement,Yes,Investment Services,Sunny Chu,61,Low,Phone,Direct,Poor,3,Metricom
2153,3/20/2014,Retirement,Yes,Investment Services,Sunny Chu,40,Low,Chat,Direct,Acceptable,5,Metricom
